id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
12_mzmine_results_sirius_80	C9H16N2O2	[M + H3N + H]+	C9H19N3O2	Amino acids and Peptides	0.859893798828125	Small peptides	0.7702568173408508	Dipeptides	0.6000303626060486	Alpha amino acids and derivatives	0.7275856137275696	Amino acids and derivatives	0.9405651688575745	Amino acids, peptides, and analogues	0.9432708621025085	Carboxylic acids and derivatives	0.9932169318199158	Organic acids and derivatives	0.995966911315918	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	80
13_mzmine_results_sirius_85	C6H13NO9S2	[M - H4O2 + H]+	C6H9NO7S2	Amino acids and Peptides	0.9933706521987915	Small peptides	0.9433411359786987	Aminoacids	0.9028590321540833	Alpha amino acids	0.5653023719787598	Amino acids and derivatives	0.33271315693855286	Amino acids, peptides, and analogues	0.33323371410369873	Carboxylic acids and derivatives	0.22933855652809143	Organic acids and derivatives	0.9907552599906921	Organic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Monoalkylamines; Sulfuric acid monoesters; Alpha amino acids; Amines; Primary amines; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	85
15_mzmine_results_sirius_99	C14H23N3O8	[M + H]+	C14H23N3O8	Amino acids and Peptides	0.9999786615371704	Small peptides	0.999977707862854	Dipeptides	0.9659979343414307	Oligopeptides	0.7423447966575623	Peptides	0.998191773891449	Amino acids, peptides, and analogues	0.999862790107727	Carboxylic acids and derivatives	0.9999970197677612	Organic acids and derivatives	0.9999986886978149	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Aspartic acid and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Oligopeptides; Chemical entities	99
17_mzmine_results_sirius_129	C5H8O2S	[M + H]+	C5H8O2S	Fatty acids	0.9933746457099915	Fatty Acids and Conjugates	0.9487589597702026	Thia fatty acids	0.8935484886169434	Fatty acids and conjugates	0.5750699639320374			Fatty acids and conjugates	0.5750699639320374	Fatty Acyls	0.5043296217918396	Lipids and lipid-like molecules	0.4803334176540375	Organic compounds; Organosulfur compounds; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Carbonyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	129
19_mzmine_results_sirius_132	C5H11NO2S	[M + H]+	C5H11NO2S	Amino acids and Peptides	0.9999842643737793	Small peptides	0.99998939037323	Aminoacids	0.9999852180480957	Alpha amino acids	0.9494307637214661	Amino acids and derivatives	0.99970942735672	Amino acids, peptides, and analogues	0.9997158646583557	Carboxylic acids and derivatives	0.9998774528503418	Organic acids and derivatives	0.9999549388885498	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Thia fatty acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Methionine and derivatives; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	132
20_mzmine_results_sirius_134	C5H11NO2S	[M + Na]+	C5H11NO2S	Alkaloids	0.36963003873825073	Pseudoalkaloids (transamidation)	0.16861672699451447	Aminoacids	0.15085621178150177	Organonitrogen compounds	0.9842899441719055					Organonitrogen compounds	0.9842899441719055	Organic nitrogen compounds	0.9980161190032959	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	134
21_mzmine_results_sirius_144	C8H16N2O3	[M + H]+	C8H16N2O3	Amino acids and Peptides	0.9997385144233704	Small peptides	0.9998774528503418	Dipeptides	0.993408203125	Dipeptides	0.940916895866394	Peptides	0.9801660180091858	Amino acids, peptides, and analogues	0.9996980428695679	Carboxylic acids and derivatives	0.9999920129776001	Organic acids and derivatives	0.9999984502792358	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Alanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	144
22_mzmine_results_sirius_145	C11H11N3O3	[M + H3N + H]+	C11H14N4O3	Alkaloids	0.8451756834983826	Anthranilic acid alkaloids	0.4328823983669281	Quinazoline alkaloids	0.4537331759929657	Benzenoids	0.5841507315635681							Benzenoids	0.5841507315635681	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	145
23_mzmine_results_sirius_148	C12H21N5O5	[M + H]+	C12H21N5O5	Amino acids and Peptides	0.997495710849762	Small peptides	0.9990788698196411	Dipeptides	0.8336242437362671	Oligopeptides	0.6420179605484009	Peptides	0.9980692267417908	Amino acids, peptides, and analogues	0.9988436698913574	Carboxylic acids and derivatives	0.9994624257087708	Organic acids and derivatives	0.9998695850372314	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Oligopeptides; Chemical entities	148
24_mzmine_results_sirius_154	C9H15NO4S	[M + H3N + H]+	C9H18N2O4S	Amino acids and Peptides	0.9802291393280029	Small peptides	0.9751446843147278	Dipeptides	0.7544180154800415	N-acyl-alpha amino acids	0.9818273186683655	Amino acids and derivatives	0.9997738003730774	Amino acids, peptides, and analogues	0.9997859597206116	Carboxylic acids and derivatives	0.9999957084655762	Organic acids and derivatives	0.9999995231628418	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Thia fatty acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; N-formyl-alpha amino acids; N-formyl-alpha amino acids and derivatives; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Methionine and derivatives; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	154
25_mzmine_results_sirius_159	C8H13NO5	[M + Na]+	C8H13NO5	Carbohydrates	0.9958621263504028	Aminosugars and aminoglycosides	0.995171844959259	Aminosugars	0.997778594493866	Aminosaccharides	0.6402519941329956	Aminosaccharides	0.6402519941329956	Carbohydrates and carbohydrate conjugates	0.6753377914428711	Organooxygen compounds	0.9999738931655884	Organic oxygen compounds	0.9999995231628418	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Organic nitro compounds; Organic oxoazanium compounds; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Aminosaccharides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Acetamides; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	159
26_mzmine_results_sirius_167	C11H14N2O2	[M + H3N + H]+	C11H17N3O2	Amino acids and Peptides	0.836293637752533	Small peptides	0.7667651176452637	Dipeptides	0.46070972084999084	Alpha amino acids and derivatives	0.5648790001869202	Amino acids and derivatives	0.7064905762672424	Amino acids, peptides, and analogues	0.7106138467788696	Carboxylic acids and derivatives	0.8633376359939575	Organic acids and derivatives	0.9049971699714661	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Dioxopiperazines; Carbonyl compounds; 2,5-dioxopiperazines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	167
27_mzmine_results_sirius_169	C15H20N4O4	[M + H3N + H]+	C15H23N5O4	Amino acids and Peptides	0.9998458623886108	Small peptides	0.9994377493858337	Dipeptides	0.9970583915710449	Dipeptides	0.9516913294792175	Peptides	0.9915122389793396	Amino acids, peptides, and analogues	0.9998589754104614	Carboxylic acids and derivatives	0.9999922513961792	Organic acids and derivatives	0.9999990463256836	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Dipeptides; Chemical entities	169
28_mzmine_results_sirius_170	C10H18N2O6	[M - H2O + H]+	C10H16N2O5	Amino acids and Peptides	0.9998049139976501	Small peptides	0.9999282360076904	Dipeptides	0.9996015429496765	Dipeptides	0.9247114658355713	Peptides	0.9895823001861572	Amino acids, peptides, and analogues	0.9999297857284546	Carboxylic acids and derivatives	0.9999980926513672	Organic acids and derivatives	0.9999991655349731	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Dialkylamines; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Secondary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	170
29_mzmine_results_sirius_173	C6H11NO4	[M + Na]+	C6H11NO4	Amino acids and Peptides	0.9171531200408936	Small peptides	0.9732210636138916	Aminoacids	0.4113127589225769	N-acyl-alpha amino acids	0.9377800822257996	Amino acids and derivatives	0.9962365031242371	Amino acids, peptides, and analogues	0.9964739680290222	Carboxylic acids and derivatives	0.999993085861206	Organic acids and derivatives	0.999998927116394	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	173
