row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,171103_PMA_TK_media_03.mzML Peak area,171103_PMA_TK_media_04.mzML Peak area,171103_PMA_TK_QC_03.mzML Peak area,171103_PMA_TK_QC_04.mzML Peak area,171103_PMA_TK_media_06.mzML Peak area,171103_PMA_TK_QC_02.mzML Peak area,171103_PMA_TK_QC_01.mzML Peak area,171103_PMA_TK_PA14_05.mzML Peak area,171103_PMA_TK_QC_05.mzML Peak area,171103_PMA_TK_media_05.mzML Peak area,171103_PMA_TK_QC_07.mzML Peak area,171103_PMA_TK_media_02.mzML Peak area,171103_PMA_TK_PA14_03.mzML Peak area,171103_PMA_TK_M1_02.mzML Peak area,171103_PMA_TK_PA14_04.mzML Peak area,171103_PMA_TK_PA14_01.mzML Peak area,171103_PMA_TK_PA14_06.mzML Peak area,171103_PMA_TK_M1_04.mzML Peak area,171103_PMA_TK_QC_06.mzML Peak area,171103_PMA_TK_QC_08.mzML Peak area,171103_PMA_TK_PA14_02.mzML Peak area,171103_PMA_TK_M1_03.mzML Peak area,171103_PMA_TK_M1_05.mzML Peak area,171103_PMA_TK_M1_06.mzML Peak area,171103_PMA_TK_M1_01.mzML Peak area,
5312,136.0757621391671,2.127447,,,,,,,,,,,4618.4995,4263.959,33601.477,23165.324,5920.116,152042.31,143035.06,39148.203,27780.805,4121.6104,11334.657,1658.5515,15042.247,22035.887,29485.018,42940.926,48954.72,21194.365,36882.906,15004.072,35358.25,57918.27,80430.5,64505.42,53127.684,
7479,136.08693578332932,8.096913,,,,,,,,,,,1038.928,17060.863,2416.5317,40747.625,50480.36,28785.053,32158.041,112782.12,27297.668,14257.046,117880.73,12822.295,50569.152,49238.434,19792.525,2087.5854,1722.2166,22385.629,21942.148,42746.61,21181.006,20834.775,27243.723,40659.82,26522.555,
7505,136.08695181004327,8.240891,,,,,,,,,,,26300.098,22709.506,3918.1975,91335.914,52812.38,10369.8125,282474.62,180268.02,65876.94,29940.863,69680.67,23768.98,27812.012,49272.195,15810.076,9487.213,19958.254,80074.91,25302.52,51828.562,48328.242,25920.77,41967.34,133286.12,36034.055,
7699,137.9875657828673,8.526053,,,,6,,,,,,,369738.94,377957.75,408991.4,351078.62,329216.44,402012.1,421965.38,347781.72,333569.34,339390.75,316216.34,344681.3,335596.38,323834.1,341679.0,348648.0,344592.53,331798.75,315526.22,327512.7,324868.1,335512.12,330227.8,320414.0,331226.9,
7438,138.10254959397335,7.9088807,,,,,,,,,,,1317.191,71494.96,3916.773,19141.812,79132.8,246825.56,35578.85,66212.27,27691.055,38364.72,74797.69,38805.06,27987.486,54899.5,24396.43,1082.4415,1243.0597,46042.758,46692.133,39753.25,33543.312,31594.041,25627.41,48245.465,19355.154,
7340,138.10259965339762,7.298895,,,,,,,,,,,19658.666,10209.25,38157.824,95238.125,48731.03,32814.645,12958.142,21156.713,102604.55,68884.164,108699.625,131106.25,26563.992,36408.395,48697.492,40221.848,390087.47,40354.28,21017.21,123462.29,36638.457,28475.69,30622.148,30671.898,44798.17,
7530,138.1026036037372,8.29179,,,,,,,,,,,30521.344,13952.413,14768.429,16250.011,77555.836,12162.984,64560.08,228347.14,48147.523,27256.191,28582.2,22581.488,29676.582,61325.82,57862.36,7920.9453,21782.516,131404.08,19685.742,55058.066,53931.39,116449.02,64087.617,36717.06,56076.84,
7406,138.10262457831288,7.5926723,,,,,,,,,,,28561.281,21566.375,13309.004,22272.586,48241.562,14024.332,30759.504,42614.586,56555.008,24641.977,84414.984,10269.504,55144.016,49040.344,56317.344,144071.12,35444.543,42349.035,30328.432,60219.336,94031.09,63280.062,97793.18,33853.453,47425.707,
7681,138.995403037537,8.461688,,,,285,,,,,,,314057.62,321497.53,361573.16,314640.2,284959.34,361537.75,360439.5,320770.56,315555.5,310953.16,301004.2,300838.8,292392.66,314208.9,293207.56,317668.6,312052.1,295825.84,290718.38,296866.5,292855.03,291503.3,296353.34,281715.72,315746.72,
7647,139.01792556268535,8.415529,,,,21,,,,,,,197955.3,162225.3,185581.34,192232.3,257356.39,194534.97,247213.23,219969.77,207036.0,218371.53,236229.52,235899.48,241072.48,264431.0,260233.61,204990.47,270331.3,241944.75,237187.67,269285.12,247849.3,225604.19,250394.8,262984.4,269162.66,
7559,139.1230082740594,8.364311,,,,107,,,,,,,26814.314,13423.281,7129.966,34149.062,54929.12,8522.094,8322.754,46835.984,44382.984,41542.016,67948.484,40743.48,63019.523,64289.29,46873.754,30690.945,34020.64,60719.22,61653.18,80341.81,71305.79,55844.688,59210.65,61447.07,73933.97,
7591,139.9878990140365,8.408435,,,,21,,,,,,,993111.7,962518.2,1246045.2,1114217.4,1131454.6,1175757.1,1142058.1,1006779.5,1001399.3,1060461.6,1109560.0,1136644.6,970909.75,968438.8,968416.4,1069794.9,1064740.5,1123586.6,1019206.75,1073527.4,994877.9,1087854.5,1173311.5,1138175.6,952995.8,
682,140.034223895224,0.5212448,,,,,,,,,,,0,0,100266.98,101244.766,0,153181.62,0,37743.453,45082.99,0,31308.525,0,36946.227,60117.523,88271.17,50623.46,40162.816,60852.414,35506.812,29259.012,45261.375,60457.867,62518.203,58425.812,55963.445,
444,140.03422489249687,0.45314795,,,,284,,,,,,,0,0,101530.82,106956.15,0,102827.99,0,39632.227,95541.38,0,94097.27,0,47625.402,236901.84,96919.3,55456.36,57717.055,210759.81,85185.23,92005.66,67438.72,268910.06,254905.0,286542.16,246744.27,
1372,140.03435400520405,0.7190035,,,,,,,,,,,0,0,0,0,0,0,344979.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7279,140.06818649272296,6.8173676,,,,,,,,,,,37421.965,26933.086,28846.47,43184.016,43485.695,54417.836,41897.27,50286.14,40742.715,22661.52,38958.297,40274.637,33221.992,61956.598,24368.344,14544.849,29644.477,67740.77,46240.145,25181.488,44451.207,36397.113,67816.13,72773.164,52866.938,
7569,141.13861351500572,8.387359,,,,242,,,,,,,59770.176,49253.42,45206.773,83735.8,110883.58,42940.094,43945.19,93448.09,95698.63,98176.836,126875.086,91288.7,113555.516,119374.234,101613.68,77989.84,80535.914,114316.67,120933.516,154223.77,128461.19,100359.16,110791.36,131050.3,136515.95,
417,143.0815096604402,0.4379703,,,,284,28,[M+H]+,,1,410,142.07418,0,0,44735.797,44871.94,7461.8936,46987.727,0,17620.885,40881.723,0,41470.184,0,24518.639,71784.99,26669.375,24233.592,29761.994,68047.48,41986.867,38507.734,24987.787,83029.87,77871.65,87727.586,70884.19,
1019,144.0655075923217,0.6120593,,,,250,56,[M+H]+,,2,1031;1019,143.0582,417798.12,422721.66,323778.7,343166.0,380473.16,344163.84,0,464139.78,331711.72,401062.44,325899.2,413432.22,373561.9,435655.06,389931.5,476524.6,412767.3,395248.4,326831.44,314486.88,455120.8,450214.8,436641.6,533435.75,451036.38,
347,144.10187494860412,0.36734092,,,,,,,,,,,231277.1,221383.17,245006.64,255811.4,211079.7,286958.1,358725.1,295417.25,237718.05,228695.61,211725.67,242506.56,246601.78,261268.66,244740.12,326092.28,267803.53,214334.58,216162.88,263922.06,277666.0,301637.06,338967.94,321302.56,283218.38,
7554,144.13837459702827,8.357231,,,,107,,,,,,,20221.365,16173.975,11364.701,31083.227,40521.008,7986.5425,4331.3525,39719.316,38008.34,35895.207,61051.04,34937.508,46742.812,57140.207,39943.43,25711.78,30570.785,45038.25,47449.945,64312.062,67023.875,45172.04,51094.598,58350.938,62373.375,
72,144.60501446410387,0.32962042,,,,7,,,,,,,1356624.8,1395689.2,87397.79,20311.52,1244422.8,80844.37,127467.195,0,7567.317,1403360.5,3512.816,1518070.8,0,0,0,0,0,0,5367.5273,1506.7913,0,0,0,0,0,
7552,144.98219379568172,8.35629,,,,107,,,,,,,659463.3,661619.4,641066.56,756591.1,686430.2,614313.56,560938.75,684511.94,695837.1,671085.5,912792.75,692835.9,722670.9,749402.9,695510.2,675727.2,736056.9,709260.3,705050.3,813639.56,834723.2,733405.9,715893.0,756906.2,864970.9,
7688,144.98222356736784,8.493019,,,,122,,,,,,,445912.4,472119.94,561726.56,403538.06,267803.56,591202.9,588300.25,469702.0,385629.47,446532.78,416395.44,357687.88,437203.4,462564.6,383583.06,463490.94,378560.84,453414.53,449818.9,358980.62,441380.66,315322.22,447793.88,437705.38,414678.88,
5995,146.02625852542778,3.1878715,,,,14,,,,,,,0,0,125585.02,122090.62,0,131402.17,118304.36,15843.842,114227.73,0,118827.86,0,14199.233,344297.1,12041.463,16387.084,13187.253,341805.28,115904.76,112320.03,16577.828,389960.03,328442.06,399493.5,320923.06,
5846,146.0263971054976,2.942146,,,,222,,,,,,,0,0,104021.19,124053.484,0,96937.61,53431.754,24725.71,117531.14,0,126305.164,0,20341.896,327302.6,20796.422,29401.31,26378.482,339865.78,118323.734,122608.6,24990.979,403191.6,363678.4,400841.22,323343.6,
7560,146.15394399456486,8.364263,,,,107,,,,,,,11943.478,8810.85,5334.913,19829.129,30895.828,3598.738,1737.6093,26948.621,25907.182,22815.773,34785.793,22647.973,32890.66,34216.36,26171.18,15554.278,19145.453,28488.686,32649.656,39729.117,37599.145,30585.102,29204.164,34337.633,38048.504,
5983,146.94324971961754,3.186375,,,,14,,,,,,,0,0,27667.25,26910.672,0,27043.37,21699.576,2143.8298,27377.023,0,24490.36,0,2750.876,81826.625,1640.8539,1735.8987,1706.1023,82426.25,25380.596,26390.648,2968.3992,101824.01,87386.41,105672.83,77259.55,
7551,146.98033400386302,8.355988,,,,107,,,,,,,301533.22,295125.22,296615.97,356042.1,320364.88,283799.0,250766.38,318770.06,311297.03,309078.3,412371.62,319493.03,325797.7,350038.6,321984.66,309461.97,335141.72,333177.84,325189.28,380538.66,367902.75,341505.4,331601.28,355268.72,402068.2,
7687,146.98038951466884,8.49181,,,,122,,,,,,,212465.42,189465.06,250384.08,186031.25,187207.61,276512.16,265817.6,216646.55,180346.31,209045.61,190003.7,178779.12,171968.62,209917.69,172698.75,143435.9,173427.02,210011.61,208859.23,196995.94,190948.58,214261.8,160463.84,198158.2,183585.03,
659,147.04388786547702,0.4682474,,,,,,,,,,,0,0,0,0,0,119717.305,183484.55,0,0,0,0,0,0,0,0,0,0,0,0,1345.6482,0,0,0,0,0,
331,147.04396374844276,0.4058667,,,,7,21,[M+H-H2O]+,,2,331;322,164.04728,349352.97,410836.47,115780.28,147396.02,344197.06,129420.75,0,380636.53,164142.8,343809.06,146772.25,347448.62,323888.6,27677.568,363983.94,401001.56,347151.12,27237.008,144360.83,156978.12,424390.4,28045.89,26662.664,35312.168,34151.227,
5988,147.85976628291064,3.1875198,,,,14,,,,,,,0,0,199440.39,200681.77,0,195069.47,165011.66,26148.082,190511.14,0,186879.17,0,21622.166,593188.2,19713.727,24231.586,23697.586,600943.7,198454.56,191857.08,27964.883,704446.06,605261.8,730567.7,561091.2,
5841,147.8598272329951,2.9417846,,,,222,,,,,,,0,0,232358.4,280295.3,0,211864.45,107777.87,57803.48,276482.8,0,282321.62,0,46922.062,766031.56,46659.316,63253.156,59061.133,801897.94,286790.34,279750.88,60424.83,925845.1,842232.3,965931.5,755128.7,
1321,149.05963110083303,0.70154953,,,,163,66,[M+H]+,,1,1326,148.05238,702935.5,779277.75,141010.81,145894.39,647796.6,142549.33,0,307859.38,144878.22,645269.75,146469.3,663791.06,282527.78,3912.019,272984.28,334327.03,272082.3,6727.5864,136767.27,144867.08,292822.62,8184.4785,6993.3438,5532.574,13683.213,
7477,149.08218903685017,8.082308,,,,,,,,,,,826.7434,29126.31,6608.591,45447.895,505077.6,37387.33,33740.67,65754.28,43830.66,22746.191,3854857.8,36103.688,109351.33,167678.8,67985.36,3181.262,1633.782,73902.13,66626.04,106812.35,1562885.4,103513.18,117023.766,170942.92,174650.25,
7450,149.08219911733184,7.924578,,,,,,,,,,,1211.0073,23961.904,1546.4119,50618.016,129439.08,23346.44,46298.797,499790.22,106220.53,15789.763,573078.06,29766.236,41128.6,192201.9,69847.58,988.84265,1090.049,329444.88,88491.22,126377.17,146661.22,67703.24,79355.35,169306.28,246085.4,
7540,149.08221718175534,8.304222,,,,,,,,,,,20978.334,10164.872,17498.012,22380.426,132250.0,23831.197,72756.54,47251.305,99719.06,286248.75,43494.535,208225.6,158793.39,75662.55,201818.06,8552.946,27760.096,132538.4,84470.68,267287.66,74773.33,69299.38,247560.98,157906.19,141133.58,
7507,149.08222341521667,8.247967,,,,77,437,[M+H]+,,1,7515,148.07496,109893.77,14998.389,17498.012,15084.079,292731.06,23831.197,373170.25,443116.75,363254.28,40354.18,209530.08,33461.434,309064.25,2124474.2,234864.6,8552.946,22789.742,898257.44,84470.68,168079.08,74773.33,882790.5,860232.1,1007713.56,251758.23,
7341,149.08222882658717,7.293851,,,,,,,,,,,14456.613,13004.575,29957.41,48636.1,49071.336,17617.55,11666.371,19721.652,91372.56,122401.11,121908.11,129824.76,66922.39,34038.715,164206.55,14868.711,441046.56,39450.06,17333.703,91824.87,37211.21,36698.85,26428.635,21710.348,101473.65,
7430,149.08223382412635,7.847866,,,,,,,,,,,1211.0073,30190.39,2910.0012,34031.297,554581.75,23346.44,46298.797,64917.395,80024.26,15789.763,399077.2,29766.236,29981.54,209763.81,69847.58,988.84265,1333.7471,453084.44,45800.05,79123.78,184782.81,469301.1,389678.78,472972.75,297860.97,
7361,149.08225944732615,7.4318056,,,,,,,,,,,12720.016,19185.031,35554.973,14538.727,48417.816,16310.788,12856.854,16636.785,97863.55,39033.734,86882.59,15417.344,218552.95,77833.22,588473.56,11223.273,12478.596,29356.906,38492.695,173939.44,63977.37,46669.453,99098.54,123522.49,58203.43,
7308,149.0823032872317,7.1550164,,,,,,,,,,,5583.68,34124.28,70838.414,27507.447,6826.7373,25886.64,521.43164,14125.91,114777.33,36321.883,71764.68,136286.44,25452.877,8433.626,124346.78,322501.2,72547.766,508.71487,1373.6204,34900.633,5198.546,501.065,8092.8887,25772.988,46127.76,
132,150.05833218473535,0.34428298,,,,7,6,[M+H]+,,3,132;131;134,149.05099,2.0580326E7,2.1905236E7,8130169.5,7618677.5,2.076928E7,7717021.5,8623867.0,1.6175692E7,7962143.0,2.0884672E7,7523539.5,2.0824194E7,1.3920133E7,3401604.5,1.29388E7,1.7096578E7,1.4968261E7,2817439.2,7722502.5,7641766.0,1.7316438E7,3306768.0,3252461.5,4049229.8,3712239.5,
7462,151.09772235992608,7.9409003,,,,,,,,,,,2120.6443,122958.7,4240.0337,36576.516,99568.516,26170.945,29003.969,883192.4,73770.945,72943.02,388463.72,72147.86,99520.75,67263.72,40043.51,2430.4084,4022.3179,88896.65,50761.78,84558.96,53576.133,70801.38,181536.0,189039.58,72667.0,
7495,151.09778864026347,8.179133,,,,,,,,,,,34197.188,53091.73,11787.52,219435.28,92567.22,109462.31,82306.06,86382.73,72758.77,92222.9,465469.97,28338.64,127109.61,342343.03,59281.86,6047.3467,49847.145,128155.24,54697.78,327978.0,54478.76,204886.08,94022.73,97014.61,123572.53,
7342,151.09784118108155,7.3020887,,,,,,,,,,,36141.906,17370.799,60431.547,176575.77,81505.5,53302.4,22100.262,33586.49,73479.36,87179.72,135176.12,212784.38,47475.465,61659.523,85633.3,33597.504,568631.4,133318.28,31285.555,199747.06,67274.51,45941.477,56065.4,55190.523,83091.17,
7532,151.09784533961442,8.287091,,,,,,,,,,,53219.266,26748.73,28463.773,27438.072,155084.38,26356.666,61464.906,458982.53,92638.25,91947.125,68854.984,47626.49,100529.41,175554.88,101024.41,12898.078,39670.004,221151.48,95604.65,188298.48,66453.05,150088.27,282709.03,74142.55,193789.86,
7359,151.0978549431575,7.412138,,,,,,,,,,,52123.4,33529.023,188634.77,23082.953,57205.94,29938.736,27420.516,33586.49,175635.47,20612.578,243513.27,39308.598,52911.19,98028.47,85730.234,41802.676,42561.953,42329.113,123205.56,276896.78,92561.71,45941.477,102861.42,218480.25,53703.766,
7400,151.09787793085633,7.574823,,,,,,,,,,,258970.02,45792.75,24828.734,43881.95,115311.93,106622.64,58307.848,37724.754,106330.625,59182.87,115323.7,65998.086,71078.914,91399.17,105013.22,238645.16,54589.6,55895.03,57854.836,101204.69,167055.39,84737.37,201951.98,141207.02,200166.48,
98,152.03171735881952,0.33562553,,,,7,3,[M+Na]+,,3,67;239;98,129.04254,1249178.1,1307292.2,337882.53,330452.56,961328.9,363654.38,339881.34,752832.3,325049.53,984366.6,276990.2,1370853.2,693480.25,3056.8713,679766.3,810226.3,841270.8,5846.025,294970.47,243555.12,668796.0,4250.1963,4440.92,4909.952,2552.545,
2981,152.0706113125389,1.207707,,,,15,,,,,,,0,0,584743.4,522992.12,0,561985.3,0,55229.58,507937.88,0,524871.5,0,52095.78,1098679.0,49462.977,62749.805,52845.65,855301.6,503665.3,494964.97,62957.324,1080375.1,925453.4,1156807.8,1113876.9,
3374,152.07066944067205,1.2766775,,,,,,,,,,,0,0,25733.229,10851.502,0,21199.377,474439.28,0,28764.76,0,26978.922,0,0,44833.188,0,0,0,22192.664,9928.019,11176.4375,0,39203.547,36002.22,74340.29,62056.98,
7397,152.11829161813526,7.5660415,,,,,,,,,,,6144.29,13803.733,9302.033,12634.683,19057.809,7417.087,15539.867,9981.456,24373.88,16306.864,28364.13,6528.7676,19977.756,43012.816,18961.172,71890.484,9285.492,26694.438,26728.912,17510.033,29602.145,22040.898,36122.875,9600.068,209099.98,
