id,compound_name,adduct,score,precursor_mz,ion_mobility,ccs,rt,mol_formula,smiles,inchi,inchi_key,method
132,L-METHIONINE,[M+H]+,0.984,150.06,,,,C5H11NO2S,CSCCC(C(=O)O)N,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)",FFEARJCKVFRZRR-UHFFFAOYSA-N,spectral_library_annotation
132,L-METHIONINE,[M+H]+,0.984,150.058030758748,,,3.4409673,C5H11NO2S,CSCC[C@@H](C(=O)O)N,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",FFEARJCKVFRZRR-BYPYZUCNSA-N,spectral_library_annotation
132,L-METHIONINE,[M+H]+,0.984,150.06,,,,C5H11NO2S,CSCCC(C(=O)O)N,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)",FFEARJCKVFRZRR-UHFFFAOYSA-N,spectral_library_annotation
132,METHIONINE,[M+H]+,0.983,150.0583256,,,,C5H11NO2S,O=C(O)C(N)CCSC,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",FFEARJCKVFRZRR-BYPYZUCNSA-N,spectral_library_annotation
132,METHIONINE,[M+H]+,0.983,150.0583256,,,,C5H11NO2S,O=C(O)C(N)CCSC,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",FFEARJCKVFRZRR-BYPYZUCNSA-N,spectral_library_annotation
132, Methionine,[M+H]+,0.977,150.058,,,,C5H11NO2S,CSCCC(C(=O)O)N,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)",FFEARJCKVFRZRR-UHFFFAOYSA-N,spectral_library_annotation
132, Methionine,[M+H]+,0.977,150.058,,,,C5H11NO2S,CSCCC(C(=O)O)N,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)",FFEARJCKVFRZRR-UHFFFAOYSA-N,spectral_library_annotation
239,Pyroglutamic acid,[M+H]+,0.968,130.05,,,8.7083,C5H7NO3,O=C(O)C1N=C(O)CC1,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1",ODHCTXKNWHHXJC-VKHMYHEASA-N,spectral_library_annotation
239,Pyroglutamic acid,[M+H]+,0.968,130.05,,,8.7083,C5H7NO3,O=C(O)C1N=C(O)CC1,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1",ODHCTXKNWHHXJC-VKHMYHEASA-N,spectral_library_annotation
239,5-OXO-L-PROLINE,[M+H]+,0.957,130.049926757813,,,,C5H7NO3,O=C(O)C1N=C(O)CC1,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1",ODHCTXKNWHHXJC-VKHMYHEASA-N,spectral_library_annotation
239,5-OXO-L-PROLINE,[M+H]+,0.957,130.049926757813,,,,C5H7NO3,O=C(O)C1N=C(O)CC1,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1",ODHCTXKNWHHXJC-VKHMYHEASA-N,spectral_library_annotation
239,PYROGLUTAMIC ACID,[M+H]+,0.954,130.0498691,,,,C5H7NO3,O=C(O)C1N=C(O)CC1,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1",ODHCTXKNWHHXJC-VKHMYHEASA-N,spectral_library_annotation
239,PYROGLUTAMIC ACID,[M+H]+,0.954,130.0498691,,,,C5H7NO3,O=C(O)C1N=C(O)CC1,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1",ODHCTXKNWHHXJC-VKHMYHEASA-N,spectral_library_annotation
239,5-OXO-D-PROLINE,[M+H]+,0.940,130.049966430664,,,,C5H7NO3,O=C(O)C1N=C(O)CC1,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1",ODHCTXKNWHHXJC-VKHMYHEASA-N,spectral_library_annotation
239,5-OXO-D-PROLINE,[M+H]+,0.940,130.049966430664,,,,C5H7NO3,O=C(O)C1N=C(O)CC1,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1",ODHCTXKNWHHXJC-VKHMYHEASA-N,spectral_library_annotation
239,PYROGLUTAMIC ACID,[M+H]+,0.903,130.0498691,,,,C5H7NO3,O=C(O)C1N=C(O)CC1,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1",ODHCTXKNWHHXJC-VKHMYHEASA-N,spectral_library_annotation
239,PYROGLUTAMIC ACID,[M+H]+,0.903,130.0498691,,,,C5H7NO3,O=C(O)C1N=C(O)CC1,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1",ODHCTXKNWHHXJC-VKHMYHEASA-N,spectral_library_annotation
298,N-ACETYL-GLUTAMIC ACID,[M+H]+,0.948,190.0709985,,,,C7H11NO5,O=C(O)CCC(N=C(O)C)C(=O)O,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)",RFMMMVDNIPUKGG-UHFFFAOYSA-N,spectral_library_annotation
298,N-ACETYL-GLUTAMIC ACID,[M+H]+,0.948,190.0709985,,,,C7H11NO5,O=C(O)CCC(N=C(O)C)C(=O)O,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)",RFMMMVDNIPUKGG-UHFFFAOYSA-N,spectral_library_annotation
298,N-Acetylglutamic acid,[M+H]+,0.939,190.0705,,,7.674933,C7H11NO5,O=C(O)CCC(N=C(O)C)C(=O)O,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1",RFMMMVDNIPUKGG-YFKPBYRVSA-N,spectral_library_annotation
298,N-Acetylglutamic acid,[M+H]+,0.939,190.0705,,,7.674933,C7H11NO5,O=C(O)CCC(N=C(O)C)C(=O)O,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1",RFMMMVDNIPUKGG-YFKPBYRVSA-N,spectral_library_annotation
298,N-ACETYL-DL-GLUTAMIC ACID,[M+H]+,0.928,190.071032714844,,,,C7H11NO5,O=C(O)CCC(N=C(O)C)C(=O)O,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1",RFMMMVDNIPUKGG-YFKPBYRVSA-N,spectral_library_annotation
298,N-ACETYL-DL-GLUTAMIC ACID,[M+H]+,0.928,190.071032714844,,,,C7H11NO5,O=C(O)CCC(N=C(O)C)C(=O)O,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1",RFMMMVDNIPUKGG-YFKPBYRVSA-N,spectral_library_annotation
298,N-ACETYL-GLUTAMIC ACID,[M+H]+,0.921,190.0709985,,,,C7H11NO5,O=C(O)CCC(N=C(O)C)C(=O)O,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)",RFMMMVDNIPUKGG-UHFFFAOYSA-N,spectral_library_annotation
298,N-ACETYL-GLUTAMIC ACID,[M+H]+,0.921,190.0709985,,,,C7H11NO5,O=C(O)CCC(N=C(O)C)C(=O)O,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)",RFMMMVDNIPUKGG-UHFFFAOYSA-N,spectral_library_annotation
298,N-ACETYL-DL-GLUTAMIC ACID,[M+H]+,0.898,190.07,,,8.300047,C7H11NO5,CC(=O)NC(CCC(=O)O)C(=O)O,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)",RFMMMVDNIPUKGG-UHFFFAOYSA-N,spectral_library_annotation
298,N-ACETYL-DL-GLUTAMIC ACID,[M+H]+,0.898,190.07,,,8.300047,C7H11NO5,CC(=O)NC(CCC(=O)O)C(=O)O,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)",RFMMMVDNIPUKGG-UHFFFAOYSA-N,spectral_library_annotation
321,"2-Hydroxycinnamic acid, predominantly trans , o-Coumaric acid, 2-Coumarate, (E)-3-(2-Hydroxyphenyl)-2-propenoic acid, (E)-3-(2-hydroxyphenyl)prop-2-enoic acid",[M+H]+,0.705,165.05514,,,,C9H8O3,C1=CC=C(C(=C1)C=CC(=O)O)O,"InChI=1/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)/b6-5+/f/h11H",PMOWTIHVNWZYFI-AATRIKPKSA-N,spectral_library_annotation
321,"2-Hydroxycinnamic acid, predominantly trans, o-Coumaric acid, 2-Coumarate, (E)-3-(2-Hydroxyphenyl)-2-propenoic acid, 2-Coumaric acid",[M+H]+,0.705,165.05514,,,,C9H8O3,OC(=O)C=Cc(c1)c(O)ccc1,"InChI=1S/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)/b6-5+",PMOWTIHVNWZYFI-AATRIKPKSA-N,spectral_library_annotation
321,"2-Hydroxycinnamic acid, predominantly trans , o-Coumaric acid, 2-Coumarate, (E)-3-(2-Hydroxyphenyl)-2-propenoic acid, (E)-3-(2-hydroxyphenyl)prop-2-enoic acid",[M+H]+,0.705,165.05514,,,,C9H8O3,C1=CC=C(C(=C1)C=CC(=O)O)O,"InChI=1/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)/b6-5+/f/h11H",PMOWTIHVNWZYFI-AATRIKPKSA-N,spectral_library_annotation
321,"2-Hydroxycinnamic acid, predominantly trans, o-Coumaric acid, 2-Coumarate, (E)-3-(2-Hydroxyphenyl)-2-propenoic acid, 2-Coumaric acid",[M+H]+,0.705,165.05514,,,,C9H8O3,OC(=O)C=Cc(c1)c(O)ccc1,"InChI=1S/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)/b6-5+",PMOWTIHVNWZYFI-AATRIKPKSA-N,spectral_library_annotation
322,TYROSINE,[M+H]+,0.973,182.0811692,,,,C9H11NO3,O=C(O)C(N)CC1=CC=C(O)C=C1,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
322,TYROSINE,[M+H]+,0.973,182.0811692,,,,C9H11NO3,O=C(O)C(N)CC1=CC=C(O)C=C1,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
322,L-TYROSINE,[M+H]+,0.969,182.081121073462,,,4.493832,C9H11NO3,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
322,L-TYROSINE,[M+H]+,0.969,182.081121073462,,,4.493832,C9H11NO3,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
322,"Tyrosine, 2-amino-3-(4-hydroxyphenyl)propanoic acid",[M+H]+,0.967,182.081863212,,,,C9H11NO3,C1=CC(=CC=C1CC(C(=O)O)N)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)",OUYCCCASQSFEME-UHFFFAOYSA-N,spectral_library_annotation
322,"Tyrosine, 2-amino-3-(4-hydroxyphenyl)propanoic acid",[M+H]+,0.967,182.081863212,,,,C9H11NO3,C1=CC(=CC=C1CC(C(=O)O)N)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)",OUYCCCASQSFEME-UHFFFAOYSA-N,spectral_library_annotation
322,L-Tyrosine,[M+H]+,0.956,182.08117,,,,C9H11NO3,O=C(O)C(N)CC1=CC=C(O)C=C1,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
322,L-Tyrosine,[M+H]+,0.956,182.08117,,,,C9H11NO3,O=C(O)C(N)CC1=CC=C(O)C=C1,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
322,L-Tyrosine,[M+H]+,0.956,182.08117,,,,C9H11NO3,O=C(O)C(N)CC1=CC=C(O)C=C1,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
322,L-Tyrosine,[M+H]+,0.956,182.08117,,,,C9H11NO3,O=C(O)C(N)CC1=CC=C(O)C=C1,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
549,L-Isoleucine,[M+H]+,0.991,132.10191,,,,C6H13NO2,O=C(O)C(N)C(C)CC,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,spectral_library_annotation
549,L-Isoleucine,[M+H]+,0.991,132.10191,,,,C6H13NO2,O=C(O)C(N)C(C)CC,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,spectral_library_annotation
549,L-Isoleucine,[M+H]+,0.991,132.10191,,,,C6H13NO2,O=C(O)C(N)C(C)CC,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,spectral_library_annotation
549,L-Isoleucine,[M+H]+,0.991,132.10191,,,,C6H13NO2,O=C(O)C(N)C(C)CC,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,spectral_library_annotation
549,L-Isoleucine,[M+H]+,0.991,132.10191,,,,C6H13NO2,O=C(O)C(N)C(C)CC,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,spectral_library_annotation
549,L-Isoleucine,[M+H]+,0.991,132.10191,,,,C6H13NO2,O=C(O)C(N)C(C)CC,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,spectral_library_annotation
549,L-Isoleucine,[M+H]+,0.981,132.10191,,,,C6H13NO2,O=C(O)C(N)C(C)CC,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,spectral_library_annotation
549,L-Isoleucine,[M+H]+,0.981,132.10191,,,,C6H13NO2,O=C(O)C(N)C(C)CC,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,spectral_library_annotation
549,NORLEUCINE,[M+H]+,0.971,132.1,,,,C6H13NO2,O=C(O)[C@@H](N)CCCC,"InChI=1S/C6H13NO2/c1-2-3-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)/t5-/m0/s1",LRQKBLKVPFOOQJ-YFKPBYRVSA-N,spectral_library_annotation
549,NORLEUCINE,[M+H]+,0.971,132.1,,,,C6H13NO2,O=C(O)[C@@H](N)CCCC,"InChI=1S/C6H13NO2/c1-2-3-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)/t5-/m0/s1",LRQKBLKVPFOOQJ-YFKPBYRVSA-N,spectral_library_annotation
651,TYROSINE,[M+H]+,0.972,182.0811692,,,,C9H11NO3,O=C(O)C(N)CC1=CC=C(O)C=C1,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
651,TYROSINE,[M+H]+,0.972,182.0811692,,,,C9H11NO3,O=C(O)C(N)CC1=CC=C(O)C=C1,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
651,L-TYROSINE,[M+H]+,0.969,182.081121073462,,,4.493832,C9H11NO3,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,spectral_library_annotation
