feature_id	feature_mz	feature_rt	feature_spectrum_entropy	feature_pred_tax_cla_01kin_val	feature_pred_tax_cla_01kin_score	feature_pred_tax_cla_02sup_val	feature_pred_tax_cla_02sup_score	feature_pred_tax_cla_03cla_val	feature_pred_tax_cla_03cla_score	feature_pred_tax_cla_04dirpar_val	feature_pred_tax_cla_04dirpar_score	feature_pred_tax_npc_01pat_val	feature_pred_tax_npc_01pat_score	feature_pred_tax_npc_02sup_val	feature_pred_tax_npc_02sup_score	feature_pred_tax_npc_03cla_val	feature_pred_tax_npc_03cla_score	component_id	candidate_spectrum_entropy	candidate_structure_molecular_formula	candidate_count_sirius_peaks_explained	candidate_score_sirius_intensity	candidate_score_sirius_isotope	candidate_score_sirius_sirius	candidate_score_sirius_tree	candidate_score_sirius_confidence	candidate_score_sirius_csi	candidate_library	candidate_count_similarity_peaks_matched	candidate_score_similarity	candidate_structure_name	candidate_structure_exact_mass	candidate_structure_xlogp	candidate_structure_inchikey_no_stereo	candidate_structure_smiles_no_stereo	candidate_structure_tax_cla_chemontid	candidate_structure_tax_cla_01kin	candidate_structure_tax_cla_02sup	candidate_structure_tax_cla_03cla	candidate_structure_tax_cla_04dirpar	candidate_structure_tax_npc_01pat	candidate_structure_tax_npc_02sup	candidate_structure_tax_npc_03cla	candidate_structure_organism_occurrence_closest	candidate_structure_organism_occurrence_reference	candidate_structure_error_mz	candidate_structure_error_rt	rank_initial	rank_final	score_initial	score_biological	score_chemical	score_final
2177	315.09504946674616	0.96877146	1.61777530079616	dummy	0.0778180881350841	dummy	0.0778180881350841	dummy	0.0778180881350841	dummy	0.0778180881350841	dummy	0.0778180881350841	dummy	0.0778180881350841	dummy	0.0778180881350841																																				
2184	376.1892744648076	0.9704084	1.49669975646883			Organic acids and derivatives	0.9984859824180603	Carboxylic acids and derivatives	0.9978813529014587	Dipeptides	0.6392235159873962	Amino acids and Peptides	0.9945026636123657	Small peptides	0.78715980052948	Dipeptides	0.517919659614563	1	4.40290371536702	C19H25N3O5								ISDB	15	0.081568107008934		375.17942		NYIWEBCNBZGUSO	NCc1cc(COc2ccc(CCNC(=O)CCC(N)C(=O)O)cc2)co1											-0.00260310000010122		1	1	0.081568107008934	0	0	0.027189369002978
2186	281.14944340033657	0.96959406	1.26031567283829			Organic acids and derivatives	0.9999997615814209	Carboxylic acids and derivatives	0.9999988079071045	Dipeptides	0.9748587608337402	Amino acids and Peptides	0.9999387264251709	Small peptides	0.9999531507492065	Dipeptides	0.9987350106239319	1	3.67161904432027	C14H20N2O4	16	0.9960526331715784	5.363308769530915	52.838297774405305	47.47498900487439	0.9904570177659168	-99.83518913712503	ISDB	8	0.30260306596756	2-[(2-Ammonio-3-methylbutanoyl)amino]-3-(4-hydroxyphenyl)propanoate $ 2-[(2-Amino-3-methylbutanoyl)amino]-3-(4-hydroxyphenyl)propanoic acid	280.14231	0.4874	VEYJKJORLPYVLO	CC(C)C(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O	0004830	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Dipeptides	Amino acids and Peptides	Small peptides	Dipeptides			0.000183119999974224		2	1	0.201384074452524	0	1	0.233294190983674
2187	267.13355002075934	0.9691592	3.10225017333879			Organic acids and derivatives	0.9999995231628418	Carboxylic acids and derivatives	0.9999980926513672	Dipeptides	0.9663664698600769	Amino acids and Peptides	0.999929666519165	Small peptides	0.9998549222946167	Dipeptides	0.9979516863822937	1		C13H18N2O4	18	0.9946160251362782	5.851896333047037	72.90151273493832	67.04961640189129	0.9920354871793531	-6.3619247189650965	SIRIUS				267.13393	-0.06	IQHUITKNHOKGFC	CC(C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N)O											-0.000123508090553059		1	1	1	0	0	0.333333333333333
2191	293.11302576997906	0.97013336	2.77439822881014			Organic acids and derivatives	0.9999959468841553	Carboxylic acids and derivatives	0.9999861717224121	Oligopeptides	0.5850488543510437	Amino acids and Peptides	0.9936004877090454	Small peptides	0.9797793030738831	Dipeptides	0.42642587423324585	1	3.43633755743781	C14H16N2O5	15	0.9712450665103571	2.965515814347282	63.0370200105574	60.071504196210114			ISDB	5	0.181658133864403	4-amino-2-hydroxy-2-(1H-indol-3-ylmethyl)pentanedioic Acid	292.10592	0.3281	RMLYXMMBIZLGAQ	NC(CC(O)(Cc1c[nH]c2ccccc12)C(=O)O)C(=O)O	0002404	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Alpha amino acids	Amino acids and Peptides $ Shikimates and Phenylpropanoids	Small peptides	Aminoacids			0.000197612000022218		2	1	0.181658133864403	0	1	0.2267188774543
2199	433.22963834094844	0.9864599	2.99786185101173			Organic acids and derivatives	0.9998993873596191	Carboxylic acids and derivatives	0.9997214674949646	Peptides	0.8277796506881714	Amino acids and Peptides	0.9311808347702026	Small peptides	0.8516608476638794	Tripeptides	0.8133374452590942	1	4.56634349858891	C24H32O7								ISDB	7	0.0239685736596584	Claviridic acid D $ Claviridic acid E	432.2148	4.2329	HFAAZEPLFUTAKQ	CCCCCC=CCC1(OC(C)=O)C=CC(=O)C1=CC=CC(CCC(=O)O)OC(C)=O	0001986	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Tricarboxylic acids and derivatives	Fatty acids	Eicosanoids	Clavulones			-0.00752063600009478		8	1	0.0239685736596584	0	0.75	0.132614149177844
2200	523.2762613192009	0.98131096	2.06261618431074			Organic acids and derivatives	0.9999340772628784	Carboxylic acids and derivatives	0.999894380569458	Oligopeptides	0.7293922901153564	Amino acids and Peptides	0.9973680377006531	Small peptides	0.7845743894577026	Dipeptides	0.11399241536855698	321		C28H40N2O6	9	1.0	6.455035232484572	27.179944625643593	20.72490939315902	0.10539870306333736	-660.227444968118	SIRIUS			3-Benzyl-7-hydroxy-6-methyl-9-(7-oxooctan-2-yl)-10-oxa-1,4-diazabicyclo[10.3.0]pentadecane-2,5,11-trione	500.28864	2.8029	AOQQOEQINNPMNK	CC(=O)CCCCC(C)C1CC(O)C(C)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)O1	0001994	Organic compounds	Organic acids and derivatives	Peptidomimetics	Cyclic depsipeptides	Amino acids and Peptides $ Polyketides	Oligopeptides	Cyclic peptides $ Depsipeptides			-0.0012577000904912		3	1	0.015146295532266	0	0.75	0.129673389802047
2204	261.14434378508054	0.97462934	3.30936573817812			Organic acids and derivatives	0.999991774559021	Carboxylic acids and derivatives	0.9999607801437378	Dipeptides	0.8333978652954102	Amino acids and Peptides	0.999213457107544	Small peptides	0.9996931552886963	Dipeptides	0.9904175400733948	1	3.3228298778709	C11H20N2O5	36	0.9445576267876136	5.364099547092642	134.2441321297124	128.88003258261975			ISDB	8	0.401695221662521	gamma-Glu-leu	260.13722	-0.206	MYFMARDICOWMQP	CC(C)CC(NC(=O)CCC(N)C(=O)O)C(=O)O	0004830	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Dipeptides	Amino acids and Peptides	Small peptides	Dipeptides			0.000197740000032809		2	1	0.401695221662521	0	1	0.300064573387006
2205	189.1232988089375	0.91270006	3.34705632004594			Organic acids and derivatives	0.9999687671661377	Carboxylic acids and derivatives	0.9998561143875122	N-acyl-alpha amino acids	0.7924181818962097	Amino acids and Peptides	0.9655489325523376	Small peptides	0.9800074696540833	Aminoacids	0.6021326780319214	1	2.64342434399256	C8H16N2O3								ISDB	5	0.215253278613091	6-Acetamido-2-azaniumylhexanoate $ 6-Acetamido-2-aminohexanoic acid	188.11609	-0.2953	DTERQYGMUDWYAZ	CC(=O)NCCCCC(N)C(=O)O	0002404	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Alpha amino acids	Amino acids and Peptides $ Shikimates and Phenylpropanoids	Small peptides	Aminoacids			6.83719999869936e-05		5	1	0.215253278613091	0	1	0.237917259037196
2206	436.2166517722415	0.9725886	1.32345237227996	dummy	0.123226768794466	dummy	0.123226768794466	dummy	0.123226768794466	dummy	0.123226768794466	dummy	0.123226768794466	dummy	0.123226768794466	dummy	0.123226768794466																																				
2212	362.19196154505227	0.9728486	3.26800470771423			Organic acids and derivatives	0.9999399185180664	Carboxylic acids and derivatives	0.9999701976776123	Oligopeptides	0.9989903569221497	Amino acids and Peptides	0.999923586845398	Small peptides	0.9997005462646484	Tripeptides	0.9998297691345215	1	4.45239433009976	C15H27N3O7	35	0.9973914812842438	3.253538277925565	118.41439487950683	115.16085660158126			ISDB	20	0.0963229238986969	Unk-DL-Ser-DL-Val-OH	361.1849	-0.9993	BLBAJRYSTRCYGZ	CCCC(CC(=O)NO)C(=O)NC(CO)C(=O)NC(C(=O)O)C(C)C	0004830	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Dipeptides	Amino acids and Peptides	Small peptides	Dipeptides			0.000176204000013058		2	1	0.0963229238986969	0	1	0.198273807465732
2216	181.09675883968907	0.97310966	3.34380868352017	Organic compounds	0.25340570099786	Organic acids and derivatives	0.25340570099786	Carboxylic acids and derivatives	0.25340570099786	Phenylalanine and derivatives	0.25340570099786	Amino acids and Peptides $ Shikimates and Phenylpropanoids	0.25340570099786	Small peptides	0.25340570099786	Aminoacids	0.25340570099786																																				
